ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Aortic Aneurysm	Aortic Aneurysm	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-mir-143/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-1-2/hsa-mir-1-1	5
bone morphogenetic protein 2 (BMP2)	bone morphogenetic protein 2 (BMP2)	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-155	5
Cerebral Ischemia	Cerebral Ischemia	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-let-7f-1/hsa-let-7f-2/hsa-mir-128-2/hsa-mir-29b-2/hsa-mir-29b-1	5
Chronic Hepatitis	Chronic Hepatitis	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-mir-126/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-143/hsa-mir-203a	5
Mild Cognitive Impairment	Mild Cognitive Impairment	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-mir-323b/hsa-mir-128-2/hsa-mir-323a/hsa-mir-134/hsa-mir-132	5
Non-Traumatic Subarachnoid Hemorrhage	Non-Traumatic Subarachnoid Hemorrhage	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-mir-126/hsa-mir-142/hsa-mir-32/hsa-mir-744/hsa-mir-155	5
organophosphorus(OP)	organophosphorus(OP)	5/196	11/1764	0.004246233	0.009195291	0.003298344	hsa-mir-590/hsa-mir-642a/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-133a-2	5
Pulmonary Hypertension	Pulmonary Hypertension	10/196	36/1764	0.00431976	0.009322368	0.003343927	hsa-mir-130b/hsa-mir-23a/hsa-mir-30c-1/hsa-mir-210/hsa-mir-30c-2/hsa-mir-143/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-130a/hsa-mir-29c	10
hsa-mir-379 cluster	hsa-mir-379 cluster	11/196	42/1764	0.004595513	0.0098835	0.003545204	hsa-mir-323b/hsa-mir-539/hsa-mir-154/hsa-mir-323a/hsa-mir-134/hsa-mir-410/hsa-mir-376a-1/hsa-mir-758/hsa-mir-411/hsa-mir-380/hsa-mir-541	11
Rheumatoid Arthritis	Rheumatoid Arthritis	13/196	54/1764	0.004677298	0.010025062	0.003595983	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-23a/hsa-mir-188/hsa-mir-222/hsa-mir-149/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-499a/hsa-mir-34b	13
"Carcinoma, Rectal"	"Carcinoma, Rectal"	12/196	48/1764	0.004700165	0.010039807	0.003601272	hsa-mir-199b/hsa-mir-199a-2/hsa-mir-135b/hsa-mir-199a-1/hsa-mir-143/hsa-mir-18a/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-31/hsa-mir-486-1/hsa-mir-34b	12
Peritoneal Dialysis Failure	Peritoneal Dialysis Failure	9/196	31/1764	0.004880759	0.010390226	0.003726967	hsa-mir-192/hsa-mir-136/hsa-mir-142/hsa-mir-148a/hsa-mir-107/hsa-mir-132/hsa-mir-93/hsa-mir-100/hsa-mir-31	9
E2F1	E2F1	8/196	26/1764	0.005355118	0.011229771	0.004028111	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-19a/hsa-mir-93/hsa-mir-452/hsa-mir-18a/hsa-mir-20b	8
triptolide (TPL)	triptolide (TPL)	8/196	26/1764	0.005355118	0.011229771	0.004028111	hsa-mir-301a/hsa-mir-16-1/hsa-mir-142/hsa-mir-188/hsa-mir-149/hsa-mir-93/hsa-mir-155/hsa-mir-20b	8
Bronchopulmonary Dysplasia	Bronchopulmonary Dysplasia	6/196	16/1764	0.00536454	0.011229771	0.004028111	hsa-let-7f-1/hsa-let-7f-2/hsa-mir-130b/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-411	6
Myocardial Fibrosis	Myocardial Fibrosis	6/196	16/1764	0.00536454	0.011229771	0.004028111	hsa-mir-154/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-18a/hsa-mir-203a/hsa-mir-203b	6
T-Cell Differentiation	T-Cell Differentiation	6/196	16/1764	0.00536454	0.011229771	0.004028111	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7e/hsa-mir-155	6
Diabetic Retinopathy	Diabetic Retinopathy	7/196	21/1764	0.005600043	0.01160669	0.004163312	hsa-mir-106a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-320a/hsa-mir-93/hsa-mir-20b	7
Immune System(Xiao's Cell2010)	Immune System(Xiao's Cell2010)	7/196	21/1764	0.005600043	0.01160669	0.004163312	hsa-mir-106a/hsa-mir-19a/hsa-mir-93/hsa-mir-181d/hsa-mir-18a/hsa-mir-155/hsa-mir-20b	7
"Leukemia, Lymphoblastic"	"Leukemia, Lymphoblastic"	7/196	21/1764	0.005600043	0.01160669	0.004163312	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-128-2/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-29c	7
Hypertension	Hypertension	10/196	38/1764	0.006581822	0.013519437	0.004849413	hsa-mir-199a-2/hsa-mir-135b/hsa-mir-199a-1/hsa-mir-1-2/hsa-mir-155/hsa-mir-1-1/hsa-mir-499a/hsa-mir-31/hsa-mir-105-2/hsa-mir-133a-2	10
Adrenal Cortex Neoplasms	Adrenal Cortex Neoplasms	5/196	12/1764	0.006630552	0.013519437	0.004849413	hsa-mir-142/hsa-mir-210/hsa-mir-100/hsa-mir-203a/hsa-mir-203b	5
androgen	androgen	5/196	12/1764	0.006630552	0.013519437	0.004849413	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-30c-1/hsa-mir-30c-2	5
proline-rich polypeptide 1 (PRP-1)	proline-rich polypeptide 1 (PRP-1)	5/196	12/1764	0.006630552	0.013519437	0.004849413	hsa-mir-192/hsa-mir-509-1/hsa-mir-509-3/hsa-mir-509-2/hsa-mir-490	5
Response to Hypoxia	Response to Hypoxia	5/196	12/1764	0.006630552	0.013519437	0.004849413	hsa-mir-210/hsa-mir-143/hsa-mir-196b/hsa-mir-18a/hsa-mir-155	5
"Carcinoma, Gallbladder"	"Carcinoma, Gallbladder"	8/196	27/1764	0.006899337	0.014021954	0.005029665	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-143/hsa-mir-130a/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-187	8
"Adenocarcinoma, Esophageal"	"Adenocarcinoma, Esophageal"	7/196	22/1764	0.0074553	0.014837398	0.005322164	hsa-mir-23b/hsa-mir-210/hsa-mir-330/hsa-mir-149/hsa-mir-452/hsa-mir-203a/hsa-mir-203b	7
alcohol	alcohol	7/196	22/1764	0.0074553	0.014837398	0.005322164	hsa-mir-126/hsa-mir-153-2/hsa-mir-7-1/hsa-mir-19b-1/hsa-mir-212/hsa-mir-19b-2/hsa-mir-203a	7
Circadian Rhythm	Circadian Rhythm	7/196	22/1764	0.0074553	0.014837398	0.005322164	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-192/hsa-mir-107/hsa-mir-132/hsa-mir-181d/hsa-mir-29c	7
Hirschsprung's Disease	Hirschsprung's Disease	7/196	22/1764	0.0074553	0.014837398	0.005322164	hsa-mir-192/hsa-mir-142/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-107/hsa-mir-34b	7
Intrahepatic Cholangiocarcinoma	Intrahepatic Cholangiocarcinoma	7/196	22/1764	0.0074553	0.014837398	0.005322164	hsa-mir-199b/hsa-mir-675/hsa-mir-320a/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-483/hsa-mir-605	7
"Lymphoma, Hodgkin"	"Lymphoma, Hodgkin"	7/196	22/1764	0.0074553	0.014837398	0.005322164	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-128-2/hsa-mir-155	7
Cell Division	Cell Division	6/196	17/1764	0.007536831	0.014837398	0.005322164	hsa-mir-16-2/hsa-mir-16-1/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-107	6
Early-Stage Breast Carcinoma	Early-Stage Breast Carcinoma	6/196	17/1764	0.007536831	0.014837398	0.005322164	hsa-mir-19a/hsa-mir-107/hsa-mir-143/hsa-mir-18a/hsa-mir-155/hsa-mir-133a-2	6
Embryonic Development 	Embryonic Development 	6/196	17/1764	0.007536831	0.014837398	0.005322164	hsa-mir-135b/hsa-mir-130b/hsa-mir-140/hsa-mir-296/hsa-mir-93/hsa-mir-20b	6
rituximab (RTX)	rituximab (RTX)	6/196	17/1764	0.007536831	0.014837398	0.005322164	hsa-mir-142/hsa-mir-135b/hsa-mir-134/hsa-mir-155/hsa-mir-760/hsa-mir-20b	6
Human Papilloma Virus Infection	Human Papilloma Virus Infection	9/196	33/1764	0.007661277	0.014988417	0.005376335	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-23b/hsa-mir-30c-2/hsa-mir-143/hsa-mir-155/hsa-mir-203a/hsa-mir-203b	9
resveratrol	resveratrol	9/196	33/1764	0.007661277	0.014988417	0.005376335	hsa-mir-106a/hsa-mir-126/hsa-mir-361/hsa-mir-134/hsa-mir-222/hsa-mir-200c/hsa-mir-328/hsa-mir-155/hsa-mir-20b	9
Docetaxel	Docetaxel	11/196	45/1764	0.008068716	0.015687783	0.005627197	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-192/hsa-mir-7-1/hsa-mir-200c/hsa-mir-181d/hsa-mir-100/hsa-mir-130a/hsa-mir-212/hsa-mir-99b	11
Retinoblastoma	Retinoblastoma	11/196	45/1764	0.008068716	0.015687783	0.005627197	hsa-let-7f-1/hsa-let-7f-2/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-31/hsa-mir-34b	11
5-aza-2'-deoxycytidine (5-Aza-CdR)	5-aza-2'-deoxycytidine (5-Aza-CdR)	12/196	52/1764	0.009310581	0.018046434	0.006473243	hsa-let-7f-1/hsa-let-7f-2/hsa-mir-23a/hsa-mir-210/hsa-mir-29b-2/hsa-mir-132/hsa-mir-296/hsa-mir-29b-1/hsa-mir-149/hsa-mir-93/hsa-mir-155/hsa-mir-99b	12
Acute Myocardial Infarction	Acute Myocardial Infarction	11/196	46/1764	0.009595296	0.018513985	0.006640953	hsa-mir-148b/hsa-mir-126/hsa-mir-19a/hsa-mir-134/hsa-mir-1291/hsa-mir-328/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-499a/hsa-mir-486-1/hsa-mir-133a-2	11
"Adenocarcinoma, Colon"	"Adenocarcinoma, Colon"	7/196	23/1764	0.009729506	0.018513985	0.006640953	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-135b/hsa-mir-30e/hsa-mir-18a/hsa-mir-99b/hsa-mir-552	7
Ischemia-Reperfusion Injury	Ischemia-Reperfusion Injury	7/196	23/1764	0.009729506	0.018513985	0.006640953	hsa-mir-192/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-134/hsa-mir-7-1/hsa-mir-155/hsa-mir-187	7
palmitate	palmitate	7/196	23/1764	0.009729506	0.018513985	0.006640953	hsa-mir-126/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-132/hsa-mir-328/hsa-mir-155/hsa-mir-483	7
"Carcinoma, Head And Neck"	"Carcinoma, Head And Neck"	5/196	13/1764	0.009817129	0.018513985	0.006640953	hsa-mir-149/hsa-mir-203a/hsa-mir-29c/hsa-mir-203b/hsa-mir-499a	5
IFN-β	IFN-β	5/196	13/1764	0.009817129	0.018513985	0.006640953	hsa-mir-143/hsa-mir-1-2/hsa-mir-504/hsa-mir-155/hsa-mir-1-1	5
Ischemic Diseases [unspecific]	Ischemic Diseases [unspecific]	5/196	13/1764	0.009817129	0.018513985	0.006640953	hsa-mir-210/hsa-let-7e/hsa-mir-320a/hsa-mir-132/hsa-mir-212	5
"Leukemia, Lymphoblastic, Acute, B-Cell"	"Leukemia, Lymphoblastic, Acute, B-Cell"	5/196	13/1764	0.009817129	0.018513985	0.006640953	hsa-mir-323b/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-151a/hsa-mir-151b	5
"Lymphoma, Burkitt's"	"Lymphoma, Burkitt's"	5/196	13/1764	0.009817129	0.018513985	0.006640953	hsa-mir-143/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-155/hsa-mir-29c	5
Graft-Versus-Host Disease	Graft-Versus-Host Disease	6/196	18/1764	0.01027955	0.019099282	0.006850899	hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-374a/hsa-mir-93/hsa-mir-411/hsa-mir-155	6
"Leukemia, Myeloid"	"Leukemia, Myeloid"	6/196	18/1764	0.01027955	0.019099282	0.006850899	hsa-mir-19a/hsa-mir-23a/hsa-mir-19b-1/hsa-mir-18a/hsa-mir-19b-2/hsa-mir-486-1	6
Mesial Temporal Lobe Epilepsy	Mesial Temporal Lobe Epilepsy	6/196	18/1764	0.01027955	0.019099282	0.006850899	hsa-mir-128-2/hsa-mir-134/hsa-mir-143/hsa-mir-132/hsa-mir-196b/hsa-mir-155	6
soft-shelled turtle peptide	soft-shelled turtle peptide	6/196	18/1764	0.01027955	0.019099282	0.006850899	hsa-mir-148b/hsa-mir-148a/hsa-mir-29b-2/hsa-mir-7-1/hsa-mir-29b-1/hsa-mir-100	6
"Squamous Cell Carcinoma, Skin or Unspecific"	"Squamous Cell Carcinoma, Skin or Unspecific"	6/196	18/1764	0.01027955	0.019099282	0.006850899	hsa-mir-199a-2/hsa-mir-135b/hsa-mir-148a/hsa-mir-199a-1/hsa-mir-490/hsa-mir-31	6
myocardium	myocardium	10/196	41/1764	0.01158311	0.021457796	0.007696896	hsa-mir-33b/hsa-mir-33a/hsa-mir-136/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-3613/hsa-mir-140/hsa-mir-509-1/hsa-mir-509-3/hsa-mir-509-2	10
cigarette smoke (CS)	cigarette smoke (CS)	7/196	24/1764	0.012472354	0.022902452	0.008215093	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-222/hsa-mir-93/hsa-mir-155/hsa-mir-380/hsa-mir-133a-2	7
Liver Neoplasms	Liver Neoplasms	7/196	24/1764	0.012472354	0.022902452	0.008215093	hsa-mir-148b/hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-210/hsa-mir-93/hsa-mir-31/hsa-mir-486-1	7
Ursolic Acid	Ursolic Acid	7/196	24/1764	0.012472354	0.022902452	0.008215093	hsa-mir-3613/hsa-mir-134/hsa-mir-200c/hsa-mir-149/hsa-mir-196b/hsa-mir-499a/hsa-mir-133a-2	7
Cervical Neoplasms	Cervical Neoplasms	6/196	19/1764	0.013663905	0.02494457	0.0089476	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-126/hsa-mir-23b/hsa-mir-143/hsa-mir-155	6
Cutaneous Melanoma	Cutaneous Melanoma	6/196	19/1764	0.013663905	0.02494457	0.0089476	hsa-mir-199b/hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-330/hsa-mir-149	6
17beta-estradiol (E(2))	17beta-estradiol (E(2))	5/196	14/1764	0.013917883	0.025188561	0.009035119	hsa-mir-23b/hsa-mir-107/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-760	5
Myasthenia Gravis	Myasthenia Gravis	5/196	14/1764	0.013917883	0.025188561	0.009035119	hsa-mir-192/hsa-let-7a-1/hsa-let-7a-2/hsa-mir-140/hsa-mir-20b	5
ZEB1	ZEB1	5/196	14/1764	0.013917883	0.025188561	0.009035119	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7e/hsa-mir-200c/hsa-mir-34b	5
"Carcinoma, Oral"	"Carcinoma, Oral"	9/196	37/1764	0.016661781	0.030067811	0.010785303	hsa-mir-142/hsa-mir-135b/hsa-mir-181d/hsa-mir-196b/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-31/hsa-mir-34b	9
"2,3,5,4'-tetrahydroxystilbene-2-O-β-D-glucoside (TSG)"	"2,3,5,4'-tetrahydroxystilbene-2-O-β-D-glucoside (TSG)"	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-29b-2/hsa-mir-29b-1	4
Alcoholic Hepatitis	Alcoholic Hepatitis	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-192/hsa-mir-744/hsa-mir-130a/hsa-mir-483	4
Celiac Disease	Celiac Disease	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-551b/hsa-mir-192/hsa-mir-31/hsa-mir-551a	4
emodin	emodin	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-301a/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-222	4
Granulopoiesis	Granulopoiesis	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-let-7a-3/hsa-mir-196b/hsa-mir-130a/hsa-mir-155	4
Helicobacter Pylori Infection	Helicobacter Pylori Infection	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-103a-2/hsa-mir-103a-1/hsa-mir-203a/hsa-mir-203b	4
hyperthermia	hyperthermia	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-23a/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-203a	4
Oxidative Stress	Oxidative Stress	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-33a/hsa-mir-222/hsa-mir-320a/hsa-mir-411	4
steroids	steroids	4/196	10/1764	0.018099443	0.031838796	0.011420554	hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-7-1/hsa-mir-155	4
12-O-tetradecanoylphorbol-13-acetate (TPA)	12-O-tetradecanoylphorbol-13-acetate (TPA)	5/196	15/1764	0.019032344	0.033017436	0.011843331	hsa-mir-199a-2/hsa-mir-142/hsa-mir-199a-1/hsa-mir-222/hsa-mir-155	5
"Fatty Liver, Non-Alcoholic"	"Fatty Liver, Non-Alcoholic"	5/196	15/1764	0.019032344	0.033017436	0.011843331	hsa-mir-577/hsa-mir-30c-1/hsa-mir-30c-2/hsa-mir-149/hsa-mir-155	5
genistein	genistein	5/196	15/1764	0.019032344	0.033017436	0.011843331	hsa-mir-23b/hsa-mir-29b-2/hsa-mir-151a/hsa-mir-29b-1/hsa-mir-155	5
Neuron Apoptosis	Neuron Apoptosis	5/196	15/1764	0.019032344	0.033017436	0.011843331	hsa-mir-23a/hsa-mir-23b/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-29c	5
Prolactinoma	Prolactinoma	5/196	15/1764	0.019032344	0.033017436	0.011843331	hsa-mir-126/hsa-mir-136/hsa-mir-142/hsa-mir-93/hsa-mir-486-1	5
Hepatoblastoma	Hepatoblastoma	7/196	26/1764	0.019555397	0.033738433	0.012101952	hsa-mir-148a/hsa-mir-140/hsa-mir-210/hsa-mir-222/hsa-mir-95/hsa-mir-18a/hsa-mir-34b	7
Influenza	Influenza	7/196	26/1764	0.019555397	0.033738433	0.012101952	hsa-mir-106a/hsa-mir-126/hsa-mir-33a/hsa-mir-192/hsa-mir-30e/hsa-mir-132/hsa-mir-29c	7
pituitary_gland	pituitary_gland	9/196	38/1764	0.019790044	0.034049719	0.01221361	hsa-mir-323b/hsa-mir-539/hsa-mir-323a/hsa-mir-134/hsa-mir-7-1/hsa-mir-132/hsa-mir-95/hsa-mir-598/hsa-mir-212	9
Chronic Hepatitis B	Chronic Hepatitis B	8/196	32/1764	0.020066769	0.034337687	0.012316904	hsa-mir-106a/hsa-mir-192/hsa-mir-210/hsa-mir-29b-2/hsa-mir-29b-1/hsa-mir-200c/hsa-mir-511/hsa-mir-29c	8
Inflammatory Bowel Diseases	Inflammatory Bowel Diseases	8/196	32/1764	0.020066769	0.034337687	0.012316904	hsa-mir-301a/hsa-mir-16-2/hsa-mir-16-1/hsa-mir-132/hsa-mir-200c/hsa-mir-18a/hsa-mir-99b/hsa-mir-31	8
H9_Embryonic_Stem_cells	H9_Embryonic_Stem_cells	16/196	86/1764	0.023571643	0.04022552	0.014428866	hsa-mir-106a/hsa-mir-301a/hsa-mir-331/hsa-mir-301b/hsa-mir-130b/hsa-mir-3170/hsa-mir-6761/hsa-mir-296/hsa-mir-93/hsa-mir-3131/hsa-mir-4521/hsa-mir-187/hsa-mir-20b/hsa-mir-6793/hsa-mir-1180/hsa-mir-935	16
Epilepsy	Epilepsy	7/196	27/1764	0.023985018	0.040820031	0.014642117	hsa-mir-301a/hsa-mir-23a/hsa-mir-323a/hsa-mir-132/hsa-mir-130a/hsa-mir-155/hsa-mir-34b	7
oleic acid (OA)	oleic acid (OA)	5/196	16/1764	0.025244982	0.042325838	0.015182248	hsa-mir-192/hsa-mir-199a-2/hsa-mir-199a-1/hsa-mir-7-1/hsa-mir-203a	5
Pituitary Neoplasms	Pituitary Neoplasms	5/196	16/1764	0.025244982	0.042325838	0.015182248	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-let-7e/hsa-mir-132	5
progesterone (P4)	progesterone (P4)	5/196	16/1764	0.025244982	0.042325838	0.015182248	hsa-mir-199a-2/hsa-mir-142/hsa-mir-199a-1/hsa-mir-143/hsa-mir-29c	5
Barrett's Esophagus	Barrett's Esophagus	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-192/hsa-mir-143/hsa-mir-203a/hsa-mir-203b	4
Cell Migration	Cell Migration	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-142/hsa-mir-509-1/hsa-mir-509-3/hsa-mir-509-2	4
Folliculogenesis	Folliculogenesis	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-let-7a-1/hsa-let-7a-2/hsa-let-7a-3/hsa-mir-143	4
Heart Development	Heart Development	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-1-2/hsa-mir-1-1/hsa-mir-499a/hsa-mir-133a-2	4
homocysteine (Hcy)	homocysteine (Hcy)	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-148a/hsa-mir-143/hsa-mir-499a/hsa-mir-133a-2	4
hyperoxia	hyperoxia	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-320a/hsa-mir-7-1	4
inositol hexaphosphate (IP6)	inositol hexaphosphate (IP6)	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-126/hsa-mir-210/hsa-mir-196b/hsa-mir-155	4
Interstitial Cystitis	Interstitial Cystitis	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-320a/hsa-mir-328/hsa-mir-320c-1/hsa-mir-320d-1	4
Kidney Transplant Rejection	Kidney Transplant Rejection	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-192/hsa-mir-142/hsa-mir-155/hsa-mir-486-1	4
mechanical stretch	mechanical stretch	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-551b/hsa-mir-153-2/hsa-mir-19b-1/hsa-mir-19b-2	4
polyinosinic-polycytidilic acid (Poly(I:C))	polyinosinic-polycytidilic acid (Poly(I:C))	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-23a/hsa-mir-143/hsa-mir-149/hsa-mir-187	4
resistin	resistin	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-16-2/hsa-mir-16-1/hsa-mir-33b/hsa-mir-33a	4
respiratory syncytial virus (RSV)	respiratory syncytial virus (RSV)	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-1271/hsa-mir-509-1/hsa-mir-509-3/hsa-mir-509-2	4
SPI1	SPI1	4/196	11/1764	0.026015563	0.042325838	0.015182248	hsa-mir-19a/hsa-mir-23a/hsa-mir-18a/hsa-mir-155	4
docosahexaenoic acid (DHA)	docosahexaenoic acid (DHA)	6/196	22/1764	0.028306183	0.045933548	0.016476331	hsa-mir-126/hsa-mir-19a/hsa-mir-222/hsa-mir-132/hsa-mir-296/hsa-mir-130a	6
Sepsis	Sepsis	8/196	34/1764	0.028527841	0.046173928	0.016562555	hsa-mir-126/hsa-mir-19a/hsa-mir-210/hsa-mir-143/hsa-mir-155/hsa-mir-31/hsa-mir-486-1/hsa-mir-133a-2	8
