ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Chronic Hepatitis	Chronic Hepatitis	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-145/hsa-mir-203a/hsa-mir-143/hsa-mir-215/hsa-mir-224	5
Folliculogenesis	Folliculogenesis	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-let-7c/hsa-mir-143	5
free fatty acids (FFA)	free fatty acids (FFA)	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-145/hsa-mir-200a/hsa-mir-451a/hsa-mir-190b/hsa-mir-140	5
Heart Development	Heart Development	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-21/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	5
hsa-mir-2392 cluster	hsa-mir-2392 cluster	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-337/hsa-mir-665/hsa-mir-493/hsa-mir-433/hsa-mir-432	5
lithium (Li)	lithium (Li)	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-155/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	5
Non-Traumatic Subarachnoid Hemorrhage	Non-Traumatic Subarachnoid Hemorrhage	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-32/hsa-mir-193a/hsa-mir-142/hsa-mir-191/hsa-mir-155	5
Trastuzumab	Trastuzumab	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-18a	5
Uveal Melanoma	Uveal Melanoma	5/193	11/1764	0.00396431879234781	0.00780436426832107	0.00245930352404352	hsa-mir-21/hsa-mir-145/hsa-mir-144/hsa-mir-454/hsa-mir-155	5
Innate Immunity	Innate Immunity	11/193	42/1764	0.00406925440822927	0.00798591177614994	0.00251651259456284	hsa-mir-21/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-let-7c/hsa-mir-142/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-149/hsa-mir-202	11
5-Aza-CdR and/or PBA	5-Aza-CdR and/or PBA	8/193	26/1764	0.00486393567073536	0.0094568161028539	0.00298002250643066	hsa-mir-139/hsa-mir-183/hsa-mir-182/hsa-mir-192/hsa-mir-495/hsa-mir-377/hsa-mir-494/hsa-mir-205	8
Lymphoma, T-Cell	Lymphoma, T-Cell	8/193	26/1764	0.00486393567073536	0.0094568161028539	0.00298002250643066	hsa-mir-21/hsa-mir-145/hsa-mir-511/hsa-mir-142/hsa-mir-342/hsa-mir-93/hsa-mir-155/hsa-mir-18a	8
tamoxifen (TAM)	tamoxifen (TAM)	8/193	26/1764	0.00486393567073536	0.0094568161028539	0.00298002250643066	hsa-mir-21/hsa-mir-451a/hsa-mir-200c/hsa-mir-181b-1/hsa-mir-375/hsa-mir-342/hsa-mir-181b-2/hsa-mir-155	8
glucocorticoid (GC)	glucocorticoid (GC)	11/193	43/1764	0.00495454354596295	0.00960325107057016	0.00302616694815151	hsa-mir-21/hsa-mir-182/hsa-mir-451a/hsa-mir-10b/hsa-mir-32/hsa-mir-335/hsa-mir-155/hsa-mir-452/hsa-mir-18a/hsa-mir-149/hsa-mir-224	11
Colon Adenoma	Colon Adenoma	7/193	21/1764	0.00513276626068827	0.00991808372834534	0.00312537670286444	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-182/hsa-mir-378c/hsa-mir-192/hsa-mir-503	7
bisphenol A (BPA)	bisphenol A (BPA)	9/193	32/1764	0.00554526242711667	0.0106496171383158	0.00335589678512131	hsa-mir-21/hsa-mir-10b/hsa-let-7c/hsa-mir-192/hsa-mir-375/hsa-mir-155/hsa-mir-19a/hsa-mir-1224/hsa-mir-149	9
Chronic Kidney Disease	Chronic Kidney Disease	9/193	32/1764	0.00554526242711667	0.0106496171383158	0.00335589678512131	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-204/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-19a	9
Heart Diseases [unspecific]	Heart Diseases [unspecific]	10/193	38/1764	0.00589028743277847	0.0112777454505637	0.00355383195559163	hsa-mir-21/hsa-mir-100/hsa-mir-184/hsa-mir-200b/hsa-mir-193a/hsa-mir-301a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	10
Down Syndrome	Down Syndrome	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-96/hsa-mir-125b-2/hsa-mir-99a/hsa-let-7c/hsa-mir-155	5
Japanese encephalitis virus (JEV)	Japanese encephalitis virus (JEV)	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-301a/hsa-mir-155/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	5
Leukemia, Lymphoblastic, Acute, Childhood	Leukemia, Lymphoblastic, Acute, Childhood	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-99a/hsa-mir-100	5
morphine	morphine	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-139/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-181b-1/hsa-mir-181b-2	5
prednisolone	prednisolone	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-145/hsa-mir-155/hsa-mir-203a/hsa-mir-1-2/hsa-mir-1-1	5
Renal Fibrosis	Renal Fibrosis	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-21/hsa-mir-378a/hsa-mir-378c/hsa-mir-196a-1/hsa-mir-196a-2	5
Vascular Homeostasis	Vascular Homeostasis	5/193	12/1764	0.00619965449799973	0.0116220388798323	0.00366232535938397	hsa-mir-145/hsa-mir-378a/hsa-mir-378c/hsa-mir-143/hsa-mir-433	5
Cardiac Regeneration	Cardiac Regeneration	7/193	22/1764	0.00684388653198117	0.0127535927064812	0.00401889947840843	hsa-mir-99a/hsa-mir-100/hsa-let-7c/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	7
Hirschsprung's Disease	Hirschsprung's Disease	7/193	22/1764	0.00684388653198117	0.0127535927064812	0.00401889947840843	hsa-mir-429/hsa-mir-141/hsa-mir-195/hsa-mir-142/hsa-mir-192/hsa-mir-215/hsa-mir-885	7
Astrocytoma	Astrocytoma	6/193	17/1764	0.00698215595426608	0.0128210349101728	0.00404015179871352	hsa-mir-21/hsa-mir-210/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-106a	6
bortezomib	bortezomib	6/193	17/1764	0.00698215595426608	0.0128210349101728	0.00404015179871352	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	6
enterovirus 71 (EV71)	enterovirus 71 (EV71)	6/193	17/1764	0.00698215595426608	0.0128210349101728	0.00404015179871352	hsa-mir-195/hsa-mir-155/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
Nephrotoxicity	Nephrotoxicity	6/193	17/1764	0.00698215595426608	0.0128210349101728	0.00404015179871352	hsa-mir-21/hsa-mir-200a/hsa-mir-200c/hsa-mir-200b/hsa-mir-130b/hsa-mir-192	6
Squamous Cell Carcinoma, Cerevial	Squamous Cell Carcinoma, Cerevial	6/193	17/1764	0.00698215595426608	0.0128210349101728	0.00404015179871352	hsa-mir-96/hsa-mir-145/hsa-mir-144/hsa-mir-143/hsa-mir-205/hsa-mir-138-2	6
Epigallocatechin gallate (EGCG)	Epigallocatechin gallate (EGCG)	11/193	45/1764	0.00717982104717613	0.0131455615674245	0.00414241631692224	hsa-mir-21/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-93/hsa-mir-140/hsa-mir-19a/hsa-mir-18a/hsa-mir-129-2/hsa-mir-129-1	11
dexamethasone (DEX)	dexamethasone (DEX)	15/193	71/1764	0.00779845901035346	0.0142367216816918	0.00448626160938327	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-155/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	15
Glucose Metabolism	Glucose Metabolism	8/193	28/1764	0.00798024690815623	0.0145263624878902	0.00457753293282493	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-144/hsa-let-7c/hsa-mir-195/hsa-mir-375/hsa-mir-129-2/hsa-mir-129-1	8
Myocardial Infarction	Myocardial Infarction	12/193	52/1764	0.00823801638418061	0.0149091478076813	0.00469815586296361	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-210/hsa-mir-196a-2/hsa-mir-144/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-106a/hsa-mir-149	12
pineal_gland	pineal_gland	12/193	52/1764	0.00823801638418061	0.0149091478076813	0.00469815586296361	hsa-mir-139/hsa-mir-96/hsa-mir-183/hsa-mir-182/hsa-mir-1301/hsa-mir-551b/hsa-mir-760/hsa-mir-3127/hsa-mir-3200/hsa-mir-129-2/hsa-mir-885/hsa-mir-129-1	12
Hematologic Neoplasms	Hematologic Neoplasms	9/193	34/1764	0.00853768730735627	0.0154070908879877	0.00485506719232601	hsa-mir-21/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-497/hsa-mir-148b/hsa-mir-155/hsa-mir-149	9
5-aza-2'-deoxycytidine (5-Aza-CdR) and/or phenylbutyric acid (PBA)	5-aza-2'-deoxycytidine (5-Aza-CdR) and/or phenylbutyric acid (PBA)	7/193	23/1764	0.00894546048171204	0.0160507119500433	0.00505788442274245	hsa-mir-139/hsa-mir-183/hsa-mir-182/hsa-mir-192/hsa-mir-495/hsa-mir-377/hsa-mir-494	7
Placental_Epithelial_Cells	Placental_Epithelial_Cells	7/193	23/1764	0.00894546048171204	0.0160507119500433	0.00505788442274245	hsa-mir-377/hsa-mir-493/hsa-mir-376c/hsa-mir-433/hsa-mir-432/hsa-mir-329-2/hsa-mir-329-1	7
Rhinosinusitis	Rhinosinusitis	5/193	13/1764	0.00919286087097886	0.0164008995084509	0.00516823517866036	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155	5
Silica	Silica	5/193	13/1764	0.00919286087097886	0.0164008995084509	0.00516823517866036	hsa-mir-200c/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-149/hsa-mir-7-2	5
H9_Embryonic_Stem_cells	H9_Embryonic_Stem_cells	17/193	86/1764	0.00944986869383032	0.0167775483496032	0.00528692438773952	hsa-mir-365b/hsa-mir-365a/hsa-mir-130b/hsa-mir-301a/hsa-mir-187/hsa-mir-92b/hsa-mir-93/hsa-mir-301b/hsa-mir-940/hsa-mir-877/hsa-mir-106a/hsa-mir-3619/hsa-mir-3170/hsa-mir-329-2/hsa-mir-20b/hsa-mir-1292/hsa-mir-329-1	17
cocaine	cocaine	6/193	18/1764	0.00953755535160562	0.0167775483496032	0.00528692438773952	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-155/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
Graft-Versus-Host Disease	Graft-Versus-Host Disease	6/193	18/1764	0.00953755535160562	0.0167775483496032	0.00528692438773952	hsa-mir-21/hsa-mir-200b/hsa-mir-93/hsa-mir-155/hsa-mir-377/hsa-mir-411	6
rapamycin	rapamycin	6/193	18/1764	0.00953755535160562	0.0167775483496032	0.00528692438773952	hsa-mir-21/hsa-mir-145/hsa-mir-100/hsa-mir-144/hsa-mir-7-1/hsa-mir-20b	6
Squamous Cell Carcinoma, Skin or Unspecific	Squamous Cell Carcinoma, Skin or Unspecific	6/193	18/1764	0.00953755535160562	0.0167775483496032	0.00528692438773952	hsa-mir-21/hsa-mir-365b/hsa-mir-365a/hsa-mir-204/hsa-mir-135b/hsa-mir-205	6
Multiple Sclerosis	Multiple Sclerosis	11/193	47/1764	0.01011980417193	0.0177520587150057	0.00559401112708861	hsa-mir-96/hsa-mir-145/hsa-mir-141/hsa-mir-200a/hsa-mir-100/hsa-mir-142/hsa-mir-155/hsa-mir-326/hsa-mir-494/hsa-mir-3614/hsa-mir-411	11
adriamycin (ADR)	adriamycin (ADR)	9/193	35/1764	0.0104303143797475	0.018245786714433	0.00574959420434697	hsa-mir-184/hsa-mir-200c/hsa-mir-200b/hsa-mir-32/hsa-mir-449a/hsa-mir-155/hsa-mir-203a/hsa-mir-452/hsa-mir-215	9
Lymphoma, B-Cell	Lymphoma, B-Cell	7/193	24/1764	0.0114850013916734	0.0199794484043514	0.00629590395577954	hsa-mir-195/hsa-mir-142/hsa-mir-204/hsa-mir-92b/hsa-mir-155/hsa-mir-376c/hsa-mir-224	7
Ursolic Acid	Ursolic Acid	7/193	24/1764	0.0114850013916734	0.0199794484043514	0.00629590395577954	hsa-mir-21/hsa-mir-200a/hsa-mir-200c/hsa-mir-200b/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-149	7
Chronic Hepatitis C	Chronic Hepatitis C	9/193	36/1764	0.0126226286898723	0.0218455352332751	0.00688394338561132	hsa-mir-99a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-155/hsa-mir-33a/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-149/hsa-mir-224	9
Cutaneous Melanoma	Cutaneous Melanoma	6/193	19/1764	0.0126968477072379	0.0218455352332751	0.00688394338561132	hsa-mir-21/hsa-mir-182/hsa-mir-125b-1/hsa-mir-193a/hsa-mir-205/hsa-mir-149	6
methotrexate (MTX)	methotrexate (MTX)	6/193	19/1764	0.0126968477072379	0.0218455352332751	0.00688394338561132	hsa-mir-21/hsa-mir-200c/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-760	6
Pituitary Adenoma	Pituitary Adenoma	6/193	19/1764	0.0126968477072379	0.0218455352332751	0.00688394338561132	hsa-mir-10b/hsa-mir-200c/hsa-mir-130b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191	6
Estradiol (E2)	Estradiol (E2)	15/193	75/1764	0.0130443140416637	0.0219752467908842	0.00692481796293368	hsa-mir-21/hsa-mir-200a/hsa-mir-10b/hsa-mir-337/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-191/hsa-mir-203a/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	15
Chordoma	Chordoma	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-140/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-149	5
Chronic Inflammation	Chronic Inflammation	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-99a/hsa-mir-142/hsa-mir-92b/hsa-mir-33a/hsa-mir-143	5
hemin	hemin	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-144/hsa-mir-377	5
high fat diet (HFD)	high fat diet (HFD)	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-145/hsa-mir-665/hsa-mir-215/hsa-mir-494/hsa-mir-3170	5
Myasthenia Gravis	Myasthenia Gravis	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-21/hsa-mir-192/hsa-mir-140/hsa-mir-20b/hsa-mir-885	5
Myotonic Muscular Dystrophy	Myotonic Muscular Dystrophy	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-335/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	5
perioglas (PG) and P-15	perioglas (PG) and P-15	5/193	14/1764	0.013052176835987	0.0219752467908842	0.00692481796293368	hsa-mir-337/hsa-mir-200b/hsa-mir-377/hsa-mir-129-2/hsa-mir-129-1	5
Pancreatic_stromal_cells	Pancreatic_stromal_cells	7/193	25/1764	0.0145090983833054	0.0243628710821279	0.00767720376037553	hsa-mir-337/hsa-mir-193a/hsa-mir-495/hsa-mir-379/hsa-mir-433/hsa-mir-654/hsa-mir-411	7
Embryonic Stem Cell Differentiation	Embryonic Stem Cell Differentiation	8/193	31/1764	0.0151850250166287	0.0254298552278476	0.0080134307456174	hsa-mir-21/hsa-mir-200c/hsa-mir-130b/hsa-mir-204/hsa-mir-105-1/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	8
Brain	Brain	6/193	20/1764	0.0165249841096704	0.027454206404426	0.00865134227963811	hsa-mir-433/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-129-2/hsa-mir-129-1	6
P. macrocarpa ethyl acetate fraction (PMEAF)	P. macrocarpa ethyl acetate fraction (PMEAF)	6/193	20/1764	0.0165249841096704	0.027454206404426	0.00865134227963811	hsa-mir-210/hsa-mir-100/hsa-mir-200c/hsa-mir-192/hsa-mir-215/hsa-mir-455	6
TGF-β2	TGF-β2	6/193	20/1764	0.0165249841096704	0.027454206404426	0.00865134227963811	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-184/hsa-let-7c/hsa-mir-204/hsa-mir-33a	6
Aplastic Anemia	Aplastic Anemia	4/193	10/1764	0.0171580679236873	0.0280605902501969	0.00884242535540902	hsa-mir-145/hsa-mir-204/hsa-mir-1-2/hsa-mir-1-1	4
Carotid Atherosclerosis	Carotid Atherosclerosis	4/193	10/1764	0.0171580679236873	0.0280605902501969	0.00884242535540902	hsa-mir-145/hsa-mir-100/hsa-mir-133a-1/hsa-mir-133a-2	4
emodin	emodin	4/193	10/1764	0.0171580679236873	0.0280605902501969	0.00884242535540902	hsa-mir-21/hsa-mir-145/hsa-mir-200a/hsa-mir-301a	4
MYCN	MYCN	4/193	10/1764	0.0171580679236873	0.0280605902501969	0.00884242535540902	hsa-mir-335/hsa-mir-19a/hsa-mir-18a/hsa-mir-106a	4
steroids	steroids	4/193	10/1764	0.0171580679236873	0.0280605902501969	0.00884242535540902	hsa-mir-155/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	4
Viral Myocarditis	Viral Myocarditis	4/193	10/1764	0.0171580679236873	0.0280605902501969	0.00884242535540902	hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-20b	4
amyloid-β (Aβ) 25-35	amyloid-β (Aβ) 25-35	5/193	15/1764	0.0178747780658611	0.0289313418179402	0.00911681572539851	hsa-mir-193a/hsa-mir-375/hsa-mir-33a/hsa-mir-326/hsa-mir-149	5
Chondrocyte Development	Chondrocyte Development	5/193	15/1764	0.0178747780658611	0.0289313418179402	0.00911681572539851	hsa-mir-145/hsa-mir-210/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-381	5
ERS1	ERS1	5/193	15/1764	0.0178747780658611	0.0289313418179402	0.00911681572539851	hsa-mir-21/hsa-mir-19a/hsa-mir-18a/hsa-mir-106a/hsa-mir-20b	5
Leukemia, Promyelocytic, Acute	Leukemia, Promyelocytic, Acute	5/193	15/1764	0.0178747780658611	0.0289313418179402	0.00911681572539851	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-142/hsa-mir-181b-1/hsa-mir-181b-2	5
Pleural Mesothelioma	Pleural Mesothelioma	8/193	32/1764	0.0183982792131327	0.0297021062875253	0.00935969826023258	hsa-mir-21/hsa-mir-145/hsa-mir-193a/hsa-mir-335/hsa-mir-191/hsa-mir-143/hsa-mir-379/hsa-mir-411	8
hepatitis B virus (HBV)	hepatitis B virus (HBV)	10/193	45/1764	0.0200702181350677	0.0323181974072371	0.0101840782979561	hsa-mir-21/hsa-mir-210/hsa-mir-192/hsa-mir-93/hsa-mir-155/hsa-mir-143/hsa-mir-19a/hsa-mir-675/hsa-mir-205/hsa-mir-138-2	10
Diabetic Retinopathy	Diabetic Retinopathy	6/193	21/1764	0.0210818712492633	0.0337740182258607	0.0106428351097248	hsa-mir-21/hsa-mir-200b/hsa-mir-195/hsa-mir-93/hsa-mir-106a/hsa-mir-20b	6
Vascular Hypertrophy	Vascular Hypertrophy	6/193	21/1764	0.0210818712492633	0.0337740182258607	0.0106428351097248	hsa-mir-21/hsa-let-7c/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	6
berberine (BBR)	berberine (BBR)	5/193	16/1764	0.023744168772109	0.0377502227566695	0.0118958127359267	hsa-mir-21/hsa-mir-93/hsa-mir-203a/hsa-mir-19a/hsa-mir-188	5
oleic acid (OA)	oleic acid (OA)	5/193	16/1764	0.023744168772109	0.0377502227566695	0.0118958127359267	hsa-mir-192/hsa-mir-203a/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	5
Thyroid Neoplasms	Thyroid Neoplasms	5/193	16/1764	0.023744168772109	0.0377502227566695	0.0118958127359267	hsa-mir-21/hsa-mir-141/hsa-mir-200a/hsa-mir-144/hsa-mir-200b	5
4-hydroxynonenal (4-HNE)	4-hydroxynonenal (4-HNE)	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-378a/hsa-mir-451a/hsa-mir-454/hsa-mir-202	4
ACTH-Secreting Pituitary Adenoma	ACTH-Secreting Pituitary Adenoma	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-21/hsa-mir-145/hsa-mir-141/hsa-mir-143	4
Childhood Solid Tumor [unspecific]	Childhood Solid Tumor [unspecific]	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	4
hyperoxia	hyperoxia	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-96/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	4
mechanical stretch	mechanical stretch	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-551b	4
Necrotizing Enterocolitis	Necrotizing Enterocolitis	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-21/hsa-mir-451a/hsa-mir-203a/hsa-mir-203b	4
photodynamic therapy (PDT)	photodynamic therapy (PDT)	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-204/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-7-2	4
SPI1	SPI1	4/193	11/1764	0.0246973531415956	0.0384861979476973	0.0121277325078228	hsa-mir-342/hsa-mir-155/hsa-mir-19a/hsa-mir-18a	4
cisplatin/fluorouracil (CF) 	cisplatin/fluorouracil (CF) 	13/193	67/1764	0.0257749648684369	0.0400660344984614	0.0126255690340441	hsa-mir-183/hsa-mir-182/hsa-mir-497/hsa-mir-195/hsa-mir-342/hsa-mir-140/hsa-mir-155/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503/hsa-mir-519a-1/hsa-mir-224/hsa-mir-577	13
Acute Coronary Syndrome	Acute Coronary Syndrome	6/193	22/1764	0.0264211155182442	0.0407677163279051	0.0128466823158668	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-100/hsa-mir-92b/hsa-mir-155	6
IL-6	IL-6	6/193	22/1764	0.0264211155182442	0.0407677163279051	0.0128466823158668	hsa-mir-378a/hsa-mir-187/hsa-mir-19a/hsa-mir-215/hsa-mir-106a/hsa-mir-149	6
Skeletal Muscle Cell Differentiation	Skeletal Muscle Cell Differentiation	6/193	22/1764	0.0264211155182442	0.0407677163279051	0.0128466823158668	hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-494/hsa-mir-138-2	6
HIV-Associated Lipodystrophy	HIV-Associated Lipodystrophy	7/193	28/1764	0.0269235511697868	0.0414411522907503	0.0130588947882351	hsa-mir-365b/hsa-mir-365a/hsa-mir-454/hsa-mir-342/hsa-mir-191/hsa-mir-452/hsa-mir-149	7
Neural_stem_cells	Neural_stem_cells	9/193	41/1764	0.0289893864387361	0.0445118207421181	0.0140265207836376	hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-let-7c/hsa-mir-130b/hsa-mir-33a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	9
all-trans retinoic acid (ATRA)	all-trans retinoic acid (ATRA)	5/193	17/1764	0.0307283407795435	0.0468383446833819	0.014759652699423	hsa-let-7c/hsa-mir-301a/hsa-mir-181b-1/hsa-mir-342/hsa-mir-181b-2	5
Latent Virus Replication	Latent Virus Replication	5/193	17/1764	0.0307283407795435	0.0468383446833819	0.014759652699423	hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-93/hsa-mir-155	5
Muscle Atrophy	Muscle Atrophy	5/193	17/1764	0.0307283407795435	0.0468383446833819	0.014759652699423	hsa-mir-21/hsa-mir-100/hsa-mir-335/hsa-mir-140/hsa-mir-143	5
CD19+_B_Lymphocytes_(nuclear)	CD19+_B_Lymphocytes_(nuclear)	8/193	35/1764	0.0309195654186977	0.0470157072226203	0.0148155430067928	hsa-mir-486-1/hsa-mir-486-2/hsa-mir-3150b/hsa-mir-3652/hsa-mir-4444-2/hsa-mir-4491/hsa-mir-4444-1/hsa-mir-1229	8
Diabetes Mellitus, Gestational	Diabetes Mellitus, Gestational	6/193	23/1764	0.0325889937664319	0.0494345122833798	0.0155777544573842	hsa-mir-130b/hsa-mir-33a/hsa-mir-452/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	6
atorvastatin	atorvastatin	4/193	12/1764	0.0339462024633935	0.0507576551119312	0.0159947019125764	hsa-mir-21/hsa-mir-145/hsa-mir-182/hsa-mir-203a	4
Heart&Muscle	Heart&Muscle	4/193	12/1764	0.0339462024633935	0.0507576551119312	0.0159947019125764	hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1	4
Hepatitis [unspecific]	Hepatitis [unspecific]	4/193	12/1764	0.0339462024633935	0.0507576551119312	0.0159947019125764	hsa-mir-21/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	4
Lofgren's Syndrome	Lofgren's Syndrome	4/193	12/1764	0.0339462024633935	0.0507576551119312	0.0159947019125764	hsa-mir-21/hsa-mir-93/hsa-mir-1-2/hsa-mir-1-1	4
mesenchymal_stem_cells_(adipose_derived)_adipogenic_induction_day12	mesenchymal_stem_cells_(adipose_derived)_adipogenic_induction_day12	4/193	12/1764	0.0339462024633935	0.0507576551119312	0.0159947019125764	hsa-mir-145/hsa-mir-193a/hsa-mir-33b/hsa-mir-224	4
Traumatic Brain Injury	Traumatic Brain Injury	4/193	12/1764	0.0339462024633935	0.0507576551119312	0.0159947019125764	hsa-mir-142/hsa-mir-93/hsa-mir-191/hsa-mir-155	4
Autoimmune Diseases [unspecific]	Autoimmune Diseases [unspecific]	8/193	36/1764	0.0361472616269335	0.0536654380655183	0.0169109995915478	hsa-mir-21/hsa-mir-200c/hsa-mir-142/hsa-mir-301a/hsa-mir-155/hsa-mir-584/hsa-mir-106a/hsa-mir-149	8
