gene_id	Description
hsa-mir-320a	"Carcinoma, Nasopharyngeal"
hsa-mir-372	"Carcinoma, Nasopharyngeal"
hsa-mir-27a	"Carcinoma, Nasopharyngeal"
hsa-mir-101-2	"Carcinoma, Nasopharyngeal"
hsa-mir-101-1	"Carcinoma, Nasopharyngeal"
hsa-mir-31	"Carcinoma, Nasopharyngeal"
hsa-mir-29c	"Carcinoma, Nasopharyngeal"
hsa-mir-29a	"Carcinoma, Nasopharyngeal"
hsa-mir-125b-1	"Carcinoma, Nasopharyngeal"
hsa-mir-125b-2	"Carcinoma, Nasopharyngeal"
hsa-mir-483	"Carcinoma, Nasopharyngeal"
hsa-mir-214	"Carcinoma, Nasopharyngeal"
hsa-mir-24-1	"Carcinoma, Nasopharyngeal"
hsa-mir-125a	"Carcinoma, Nasopharyngeal"
hsa-mir-24-2	"Carcinoma, Nasopharyngeal"
hsa-mir-195	"Carcinoma, Nasopharyngeal"
hsa-let-7a-2	"Carcinoma, Nasopharyngeal"
hsa-let-7a-1	"Carcinoma, Nasopharyngeal"
hsa-mir-103a-2	"Carcinoma, Nasopharyngeal"
hsa-mir-449a	"Carcinoma, Nasopharyngeal"
hsa-mir-103a-1	"Carcinoma, Nasopharyngeal"
hsa-mir-494	"Carcinoma, Nasopharyngeal"
hsa-mir-371a	"Carcinoma, Nasopharyngeal"
hsa-mir-548q	"Carcinoma, Nasopharyngeal"
hsa-mir-200b	"Carcinoma, Nasopharyngeal"
hsa-mir-200c	"Carcinoma, Nasopharyngeal"
hsa-mir-378a	"Carcinoma, Nasopharyngeal"
hsa-mir-378f	"Carcinoma, Nasopharyngeal"
hsa-mir-378g	"Carcinoma, Nasopharyngeal"
hsa-mir-378e	"Carcinoma, Nasopharyngeal"
hsa-mir-183	"Carcinoma, Nasopharyngeal"
hsa-mir-181a-2	"Carcinoma, Nasopharyngeal"
hsa-mir-184	"Carcinoma, Nasopharyngeal"
hsa-mir-185	"Carcinoma, Nasopharyngeal"
hsa-mir-30a	"Carcinoma, Nasopharyngeal"
hsa-mir-30b	"Carcinoma, Nasopharyngeal"
hsa-mir-30d	"Carcinoma, Nasopharyngeal"
hsa-mir-30e	"Carcinoma, Nasopharyngeal"
hsa-mir-10b	"Carcinoma, Nasopharyngeal"
hsa-mir-338	"Carcinoma, Nasopharyngeal"
hsa-mir-18b	"Carcinoma, Nasopharyngeal"
hsa-mir-18a	"Carcinoma, Nasopharyngeal"
hsa-mir-29b-1	"Carcinoma, Nasopharyngeal"
hsa-mir-203b	"Carcinoma, Nasopharyngeal"
hsa-mir-203a	"Carcinoma, Nasopharyngeal"
hsa-mir-29b-2	"Carcinoma, Nasopharyngeal"
hsa-mir-26b	"Carcinoma, Nasopharyngeal"
hsa-mir-15a	"Carcinoma, Nasopharyngeal"
hsa-mir-451b	"Carcinoma, Nasopharyngeal"
hsa-mir-451a	"Carcinoma, Nasopharyngeal"
hsa-mir-138-2	"Carcinoma, Nasopharyngeal"
hsa-mir-632	"Carcinoma, Nasopharyngeal"
hsa-mir-634	"Carcinoma, Nasopharyngeal"
hsa-mir-124-1	"Carcinoma, Nasopharyngeal"
hsa-mir-181a-1	"Carcinoma, Nasopharyngeal"
hsa-mir-124-3	"Carcinoma, Nasopharyngeal"
hsa-mir-124-2	"Carcinoma, Nasopharyngeal"
hsa-let-7b	"Carcinoma, Nasopharyngeal"
hsa-let-7c	"Carcinoma, Nasopharyngeal"
hsa-let-7g	"Carcinoma, Nasopharyngeal"
hsa-let-7d	"Carcinoma, Nasopharyngeal"
hsa-let-7e	"Carcinoma, Nasopharyngeal"
hsa-mir-9-2	"Carcinoma, Nasopharyngeal"
hsa-mir-4324	"Carcinoma, Nasopharyngeal"
hsa-mir-320b-1	"Carcinoma, Nasopharyngeal"
hsa-mir-320b-2	"Carcinoma, Nasopharyngeal"
hsa-mir-9-1	"Carcinoma, Nasopharyngeal"
hsa-mir-150	"Carcinoma, Nasopharyngeal"
hsa-mir-9-3	"Carcinoma, Nasopharyngeal"
hsa-mir-152	"Carcinoma, Nasopharyngeal"
hsa-mir-155	"Carcinoma, Nasopharyngeal"
hsa-mir-93	"Carcinoma, Nasopharyngeal"
hsa-mir-608	"Carcinoma, Nasopharyngeal"
hsa-mir-324	"Carcinoma, Nasopharyngeal"
hsa-mir-1204	"Carcinoma, Nasopharyngeal"
hsa-mir-21	"Carcinoma, Nasopharyngeal"
hsa-mir-4501	"Carcinoma, Nasopharyngeal"
hsa-mir-103b-1	"Carcinoma, Nasopharyngeal"
hsa-mir-23a	"Carcinoma, Nasopharyngeal"
hsa-mir-23b	"Carcinoma, Nasopharyngeal"
hsa-mir-103b-2	"Carcinoma, Nasopharyngeal"
hsa-mir-148a	"Carcinoma, Nasopharyngeal"
hsa-mir-145	"Carcinoma, Nasopharyngeal"
hsa-mir-142	"Carcinoma, Nasopharyngeal"
hsa-mir-143	"Carcinoma, Nasopharyngeal"
hsa-mir-223	"Carcinoma, Nasopharyngeal"
hsa-mir-16-2	"Carcinoma, Nasopharyngeal"
hsa-mir-16-1	"Carcinoma, Nasopharyngeal"
hsa-mir-374a	"Carcinoma, Nasopharyngeal"
hsa-mir-34a	"Carcinoma, Nasopharyngeal"
hsa-mir-34b	"Carcinoma, Nasopharyngeal"
hsa-mir-34c	"Carcinoma, Nasopharyngeal"
hsa-mir-1-1	"Carcinoma, Nasopharyngeal"
hsa-mir-1-2	"Carcinoma, Nasopharyngeal"
hsa-mir-216b	"Carcinoma, Nasopharyngeal"
hsa-mir-378b	"Carcinoma, Nasopharyngeal"
hsa-mir-378c	"Carcinoma, Nasopharyngeal"
hsa-mir-3188	"Carcinoma, Nasopharyngeal"
hsa-mir-200a	"Carcinoma, Nasopharyngeal"
hsa-mir-744	"Carcinoma, Nasopharyngeal"
hsa-mir-130a	"Carcinoma, Nasopharyngeal"
hsa-mir-506	"Carcinoma, Nasopharyngeal"
hsa-mir-504	"Carcinoma, Nasopharyngeal"
hsa-mir-138-1	"Carcinoma, Nasopharyngeal"
hsa-mir-346	"Carcinoma, Nasopharyngeal"
hsa-mir-134	"Carcinoma, Nasopharyngeal"
hsa-mir-199b	"Carcinoma, Nasopharyngeal"
hsa-mir-146a	"Carcinoma, Nasopharyngeal"
hsa-mir-940	"Carcinoma, Nasopharyngeal"
hsa-mir-20a	"Carcinoma, Non-Functioning Pituitary"
hsa-mir-106b	"Carcinoma, Non-Functioning Pituitary"
hsa-mir-17	"Carcinoma, Non-Functioning Pituitary"
hsa-mir-124-3	"Carcinoma, Oral"
hsa-mir-21	"Carcinoma, Oral"
hsa-mir-494	"Carcinoma, Oral"
hsa-mir-4505	"Carcinoma, Oral"
hsa-mir-145	"Carcinoma, Oral"
hsa-mir-205	"Carcinoma, Oral"
hsa-mir-1269b	"Carcinoma, Oral"
hsa-mir-373	"Carcinoma, Oral"
hsa-mir-372	"Carcinoma, Oral"
hsa-mir-223	"Carcinoma, Oral"
hsa-mir-181a-1	"Carcinoma, Oral"
hsa-mir-181a-2	"Carcinoma, Oral"
hsa-mir-124-2	"Carcinoma, Oral"
hsa-mir-518c	"Carcinoma, Oral"
hsa-mir-124-1	"Carcinoma, Oral"
hsa-mir-34a	"Carcinoma, Oral"
hsa-mir-34b	"Carcinoma, Oral"
hsa-mir-31	"Carcinoma, Oral"
hsa-mir-196b	"Carcinoma, Oral"
hsa-mir-181d	"Carcinoma, Oral"
hsa-mir-196a-1	"Carcinoma, Oral"
hsa-mir-196a-2	"Carcinoma, Oral"
hsa-mir-181c	"Carcinoma, Oral"
hsa-mir-214	"Carcinoma, Oral"
hsa-mir-155	"Carcinoma, Oral"
hsa-mir-138-2	"Carcinoma, Oral"
hsa-mir-138-1	"Carcinoma, Oral"
hsa-mir-542	"Carcinoma, Oral"
hsa-mir-203b	"Carcinoma, Oral"
hsa-mir-203a	"Carcinoma, Oral"
hsa-mir-135b	"Carcinoma, Oral"
hsa-mir-139	"Carcinoma, Oral"
hsa-mir-520h	"Carcinoma, Oral"
hsa-mir-142	"Carcinoma, Oral"
hsa-mir-197	"Carcinoma, Oral"
hsa-mir-146a	"Carcinoma, Oral"
hsa-mir-146b	"Carcinoma, Oral"
hsa-mir-122	"Carcinoma, Oropharyngeal"
hsa-mir-499b	"Carcinoma, Oropharyngeal"
hsa-mir-21	"Carcinoma, Oropharyngeal"
hsa-mir-499a	"Carcinoma, Oropharyngeal"
hsa-mir-519d	"Carcinoma, Ovarian"
hsa-mir-211	"Carcinoma, Ovarian"
hsa-mir-205	"Carcinoma, Ovarian"
hsa-mir-204	"Carcinoma, Ovarian"
hsa-mir-449a	"Carcinoma, Ovarian"
hsa-mir-206	"Carcinoma, Ovarian"
hsa-mir-370	"Carcinoma, Ovarian"
hsa-mir-373	"Carcinoma, Ovarian"
hsa-mir-372	"Carcinoma, Ovarian"
hsa-mir-7-1	"Carcinoma, Ovarian"
hsa-mir-199b	"Carcinoma, Ovarian"
hsa-mir-122	"Carcinoma, Ovarian"
hsa-mir-181a-1	"Carcinoma, Ovarian"
hsa-mir-127	"Carcinoma, Ovarian"
hsa-mir-101-2	"Carcinoma, Ovarian"
hsa-mir-572	"Carcinoma, Ovarian"
hsa-mir-101-1	"Carcinoma, Ovarian"
hsa-mir-3198-1	"Carcinoma, Ovarian"
hsa-mir-574	"Carcinoma, Ovarian"
hsa-mir-128-1	"Carcinoma, Ovarian"
hsa-mir-128-2	"Carcinoma, Ovarian"
hsa-mir-31	"Carcinoma, Ovarian"
hsa-mir-19b-2	"Carcinoma, Ovarian"
hsa-mir-19b-1	"Carcinoma, Ovarian"
hsa-mir-125b-1	"Carcinoma, Ovarian"
hsa-mir-125b-2	"Carcinoma, Ovarian"
hsa-mir-3201	"Carcinoma, Ovarian"
hsa-mir-485	"Carcinoma, Ovarian"
hsa-mir-483	"Carcinoma, Ovarian"
hsa-mir-214	"Carcinoma, Ovarian"
hsa-mir-509-2	"Carcinoma, Ovarian"
hsa-mir-509-3	"Carcinoma, Ovarian"
hsa-mir-210	"Carcinoma, Ovarian"
hsa-mir-509-1	"Carcinoma, Ovarian"
hsa-mir-92b	"Carcinoma, Ovarian"
hsa-mir-24-1	"Carcinoma, Ovarian"
hsa-mir-24-2	"Carcinoma, Ovarian"
hsa-mir-409	"Carcinoma, Ovarian"
hsa-mir-20a	"Carcinoma, Ovarian"
hsa-mir-195	"Carcinoma, Ovarian"
hsa-mir-17	"Carcinoma, Ovarian"
hsa-mir-197	"Carcinoma, Ovarian"
hsa-let-7a-2	"Carcinoma, Ovarian"
hsa-let-7a-3	"Carcinoma, Ovarian"
hsa-let-7a-1	"Carcinoma, Ovarian"
hsa-mir-498	"Carcinoma, Ovarian"
hsa-mir-718	"Carcinoma, Ovarian"
hsa-mir-494	"Carcinoma, Ovarian"
hsa-mir-497	"Carcinoma, Ovarian"
hsa-mir-548c	"Carcinoma, Ovarian"
hsa-mir-153-2	"Carcinoma, Ovarian"
hsa-mir-302a	"Carcinoma, Ovarian"
hsa-mir-1181	"Carcinoma, Ovarian"
hsa-mir-381	"Carcinoma, Ovarian"
hsa-mir-107	"Carcinoma, Ovarian"
hsa-mir-200b	"Carcinoma, Ovarian"
hsa-mir-378c	"Carcinoma, Ovarian"
hsa-mir-135a-1	"Carcinoma, Ovarian"
hsa-mir-378a	"Carcinoma, Ovarian"
hsa-mir-378f	"Carcinoma, Ovarian"
hsa-mir-378g	"Carcinoma, Ovarian"
hsa-mir-378e	"Carcinoma, Ovarian"
hsa-mir-135a-2	"Carcinoma, Ovarian"
hsa-mir-26a-2	"Carcinoma, Ovarian"
hsa-mir-26a-1	"Carcinoma, Ovarian"
hsa-mir-129-1	"Carcinoma, Ovarian"
hsa-mir-182	"Carcinoma, Ovarian"
hsa-mir-183	"Carcinoma, Ovarian"
hsa-mir-186	"Carcinoma, Ovarian"
hsa-mir-181a-2	"Carcinoma, Ovarian"
hsa-mir-184	"Carcinoma, Ovarian"
hsa-mir-30a	"Carcinoma, Ovarian"
hsa-mir-30d	"Carcinoma, Ovarian"
hsa-mir-708	"Carcinoma, Ovarian"
hsa-mir-429	"Carcinoma, Ovarian"
hsa-mir-622	"Carcinoma, Ovarian"
hsa-mir-382	"Carcinoma, Ovarian"
hsa-mir-383	"Carcinoma, Ovarian"
hsa-mir-133a-1	"Carcinoma, Ovarian"
hsa-mir-133a-2	"Carcinoma, Ovarian"
hsa-mir-424	"Carcinoma, Ovarian"
hsa-mir-543	"Carcinoma, Ovarian"
hsa-mir-663b	"Carcinoma, Ovarian"
hsa-mir-99a	"Carcinoma, Ovarian"
hsa-mir-203b	"Carcinoma, Ovarian"
hsa-mir-203a	"Carcinoma, Ovarian"
hsa-mir-376a-1	"Carcinoma, Ovarian"
hsa-mir-376a-2	"Carcinoma, Ovarian"
hsa-mir-92a-2	"Carcinoma, Ovarian"
hsa-mir-133b	"Carcinoma, Ovarian"
hsa-mir-302b	"Carcinoma, Ovarian"
hsa-mir-193b	"Carcinoma, Ovarian"
hsa-mir-193a	"Carcinoma, Ovarian"
hsa-mir-15b	"Carcinoma, Ovarian"
hsa-mir-451b	"Carcinoma, Ovarian"
hsa-mir-134	"Carcinoma, Ovarian"
hsa-mir-451a	"Carcinoma, Ovarian"
hsa-mir-630	"Carcinoma, Ovarian"
hsa-mir-1284	"Carcinoma, Ovarian"
hsa-mir-634	"Carcinoma, Ovarian"
hsa-mir-432	"Carcinoma, Ovarian"
hsa-mir-433	"Carcinoma, Ovarian"
hsa-mir-129-2	"Carcinoma, Ovarian"
hsa-mir-8084	"Carcinoma, Ovarian"
hsa-mir-138-1	"Carcinoma, Ovarian"
hsa-mir-181b-2	"Carcinoma, Ovarian"
hsa-mir-181b-1	"Carcinoma, Ovarian"
hsa-let-7e	"Carcinoma, Ovarian"
hsa-mir-335	"Carcinoma, Ovarian"
hsa-let-7i	"Carcinoma, Ovarian"
hsa-mir-7515	"Carcinoma, Ovarian"
hsa-mir-489	"Carcinoma, Ovarian"
hsa-mir-873	"Carcinoma, Ovarian"
hsa-mir-196b	"Carcinoma, Ovarian"
hsa-mir-499b	"Carcinoma, Ovarian"
hsa-mir-196a-1	"Carcinoma, Ovarian"
hsa-mir-196a-2	"Carcinoma, Ovarian"
hsa-mir-499a	"Carcinoma, Ovarian"
hsa-mir-490	"Carcinoma, Ovarian"
hsa-mir-491	"Carcinoma, Ovarian"
hsa-mir-9-1	"Carcinoma, Ovarian"
hsa-mir-150	"Carcinoma, Ovarian"
hsa-mir-9-3	"Carcinoma, Ovarian"
hsa-mir-152	"Carcinoma, Ovarian"
hsa-mir-155	"Carcinoma, Ovarian"
hsa-mir-153-1	"Carcinoma, Ovarian"
hsa-mir-7-3	"Carcinoma, Ovarian"
hsa-mir-29b-1	"Carcinoma, Ovarian"
hsa-mir-93	"Carcinoma, Ovarian"
hsa-mir-96	"Carcinoma, Ovarian"
hsa-mir-448	"Carcinoma, Ovarian"
hsa-mir-135b	"Carcinoma, Ovarian"
hsa-mir-29b-2	"Carcinoma, Ovarian"
hsa-mir-517a	"Carcinoma, Ovarian"
hsa-mir-6126	"Carcinoma, Ovarian"
hsa-mir-663a	"Carcinoma, Ovarian"
hsa-mir-1207	"Carcinoma, Ovarian"
hsa-mir-29a	"Carcinoma, Ovarian"
hsa-mir-591	"Carcinoma, Ovarian"
hsa-mir-25	"Carcinoma, Ovarian"
hsa-mir-1307	"Carcinoma, Ovarian"
hsa-mir-21	"Carcinoma, Ovarian"
hsa-mir-22	"Carcinoma, Ovarian"
hsa-mir-23a	"Carcinoma, Ovarian"
hsa-mir-23b	"Carcinoma, Ovarian"
hsa-mir-92a-1	"Carcinoma, Ovarian"
hsa-mir-3198-2	"Carcinoma, Ovarian"
hsa-mir-187	"Carcinoma, Ovarian"
hsa-mir-148a	"Carcinoma, Ovarian"
hsa-mir-145	"Carcinoma, Ovarian"
hsa-mir-143	"Carcinoma, Ovarian"
hsa-mir-141	"Carcinoma, Ovarian"
hsa-mir-510	"Carcinoma, Ovarian"
hsa-mir-224	"Carcinoma, Ovarian"
hsa-mir-100	"Carcinoma, Ovarian"
hsa-mir-7-2	"Carcinoma, Ovarian"
hsa-mir-149	"Carcinoma, Ovarian"
hsa-mir-16-2	"Carcinoma, Ovarian"
hsa-mir-16-1	"Carcinoma, Ovarian"
hsa-mir-647	"Carcinoma, Ovarian"
hsa-mir-26b	"Carcinoma, Ovarian"
hsa-mir-374a	"Carcinoma, Ovarian"
hsa-mir-34a	"Carcinoma, Ovarian"
hsa-mir-34b	"Carcinoma, Ovarian"
hsa-mir-34c	"Carcinoma, Ovarian"
hsa-mir-1-1	"Carcinoma, Ovarian"
hsa-mir-1271	"Carcinoma, Ovarian"
hsa-mir-1-2	"Carcinoma, Ovarian"
hsa-mir-760	"Carcinoma, Ovarian"
hsa-mir-378b	"Carcinoma, Ovarian"
hsa-mir-939	"Carcinoma, Ovarian"
hsa-mir-3613	"Carcinoma, Ovarian"
hsa-mir-200c	"Carcinoma, Ovarian"
hsa-mir-551a	"Carcinoma, Ovarian"
hsa-mir-200a	"Carcinoma, Ovarian"
hsa-mir-199a-1	"Carcinoma, Ovarian"
hsa-mir-130a	"Carcinoma, Ovarian"
hsa-mir-130b	"Carcinoma, Ovarian"
hsa-mir-199a-2	"Carcinoma, Ovarian"
hsa-mir-138-2	"Carcinoma, Ovarian"
hsa-mir-551b	"Carcinoma, Ovarian"
hsa-mir-411	"Carcinoma, Ovarian"
hsa-mir-132	"Carcinoma, Ovarian"
hsa-mir-137	"Carcinoma, Ovarian"
hsa-mir-136	"Carcinoma, Ovarian"
hsa-mir-98	"Carcinoma, Ovarian"
hsa-mir-106a	"Carcinoma, Ovarian"
hsa-mir-106b	"Carcinoma, Ovarian"
hsa-mir-506	"Carcinoma, Ovarian"
hsa-mir-9-2	"Carcinoma, Ovarian"
hsa-mir-212	"Carcinoma, Ovarian"
hsa-mir-146a	"Carcinoma, Ovarian"
hsa-mir-940	"Carcinoma, Ovarian"
hsa-mir-146b	"Carcinoma, Ovarian"
hsa-mir-9-1	"Carcinoma, Ovarian, Clear Cell"
hsa-mir-9-3	"Carcinoma, Ovarian, Clear Cell"
hsa-mir-9-2	"Carcinoma, Ovarian, Clear Cell"
hsa-mir-21	"Carcinoma, Ovarian, Clear Cell"
hsa-mir-103a-2	"Carcinoma, Ovarian, Serous"
hsa-mir-21	"Carcinoma, Ovarian, Serous"
hsa-mir-103a-1	"Carcinoma, Ovarian, Serous"
hsa-mir-510	"Carcinoma, Ovarian, Serous"
hsa-mir-16-2	"Carcinoma, Ovarian, Serous"
hsa-mir-16-1	"Carcinoma, Ovarian, Serous"
hsa-mir-30a	"Carcinoma, Ovarian, Serous"
hsa-mir-30e	"Carcinoma, Ovarian, Serous"
hsa-mir-1236	"Carcinoma, Ovarian, Serous"
hsa-mir-483	"Carcinoma, Ovarian, Serous"
hsa-mir-509-2	"Carcinoma, Ovarian, Serous"
hsa-mir-509-3	"Carcinoma, Ovarian, Serous"
hsa-mir-508	"Carcinoma, Ovarian, Serous"
hsa-mir-509-1	"Carcinoma, Ovarian, Serous"
hsa-mir-423	"Carcinoma, Ovarian, Serous"
hsa-mir-505	"Carcinoma, Ovarian, Serous"
hsa-mir-106a	"Carcinoma, Ovarian, Serous"
hsa-let-7a-2	"Carcinoma, Ovarian, Serous"
hsa-mir-92a-1	"Carcinoma, Ovarian, Serous"
hsa-mir-92a-2	"Carcinoma, Ovarian, Serous"
hsa-mir-1246	"Carcinoma, Ovarian, Serous"
hsa-mir-191	"Carcinoma, Ovarian, Serous"
hsa-let-7a-3	"Carcinoma, Ovarian, Serous"
hsa-let-7a-1	"Carcinoma, Ovarian, Serous"
hsa-mir-202	"Carcinoma, Pancreatic"
hsa-mir-205	"Carcinoma, Pancreatic"
hsa-mir-204	"Carcinoma, Pancreatic"
hsa-mir-206	"Carcinoma, Pancreatic"
hsa-mir-373	"Carcinoma, Pancreatic"
hsa-mir-375	"Carcinoma, Pancreatic"
hsa-mir-7-1	"Carcinoma, Pancreatic"
hsa-mir-4644	"Carcinoma, Pancreatic"
hsa-mir-122	"Carcinoma, Pancreatic"
hsa-mir-126	"Carcinoma, Pancreatic"
hsa-mir-127	"Carcinoma, Pancreatic"
hsa-mir-101-2	"Carcinoma, Pancreatic"
hsa-mir-101-1	"Carcinoma, Pancreatic"
hsa-mir-19a	"Carcinoma, Pancreatic"
hsa-mir-27a	"Carcinoma, Pancreatic"
hsa-mir-29c	"Carcinoma, Pancreatic"
hsa-mir-29a	"Carcinoma, Pancreatic"
hsa-mir-181d	"Carcinoma, Pancreatic"
hsa-mir-643	"Carcinoma, Pancreatic"
hsa-mir-4306	"Carcinoma, Pancreatic"
hsa-mir-489	"Carcinoma, Pancreatic"
hsa-mir-483	"Carcinoma, Pancreatic"
hsa-mir-217	"Carcinoma, Pancreatic"
hsa-mir-214	"Carcinoma, Pancreatic"
hsa-mir-215	"Carcinoma, Pancreatic"
hsa-mir-212	"Carcinoma, Pancreatic"
hsa-mir-210	"Carcinoma, Pancreatic"
hsa-mir-211	"Carcinoma, Pancreatic"
hsa-mir-24-1	"Carcinoma, Pancreatic"
hsa-mir-548an	"Carcinoma, Pancreatic"
hsa-mir-125a	"Carcinoma, Pancreatic"
hsa-mir-24-2	"Carcinoma, Pancreatic"
hsa-mir-198	"Carcinoma, Pancreatic"
hsa-mir-1247	"Carcinoma, Pancreatic"
hsa-mir-1246	"Carcinoma, Pancreatic"
hsa-mir-195	"Carcinoma, Pancreatic"
hsa-mir-191	"Carcinoma, Pancreatic"
hsa-let-7a-3	"Carcinoma, Pancreatic"
hsa-let-7a-1	"Carcinoma, Pancreatic"
hsa-mir-652	"Carcinoma, Pancreatic"
hsa-mir-494	"Carcinoma, Pancreatic"
hsa-mir-218-2	"Carcinoma, Pancreatic"
hsa-mir-218-1	"Carcinoma, Pancreatic"
hsa-mir-497	"Carcinoma, Pancreatic"
hsa-mir-1181	"Carcinoma, Pancreatic"
hsa-mir-4787	"Carcinoma, Pancreatic"
hsa-mir-100	"Carcinoma, Pancreatic"
hsa-mir-365a	"Carcinoma, Pancreatic"
hsa-mir-365b	"Carcinoma, Pancreatic"
hsa-mir-200b	"Carcinoma, Pancreatic"
hsa-mir-200c	"Carcinoma, Pancreatic"
hsa-mir-200a	"Carcinoma, Pancreatic"
hsa-mir-410	"Carcinoma, Pancreatic"
hsa-mir-182	"Carcinoma, Pancreatic"
hsa-mir-183	"Carcinoma, Pancreatic"
hsa-mir-506	"Carcinoma, Pancreatic"
hsa-mir-124-3	"Carcinoma, Pancreatic"
hsa-mir-642b	"Carcinoma, Pancreatic"
hsa-mir-30a	"Carcinoma, Pancreatic"
hsa-mir-30b	"Carcinoma, Pancreatic"
hsa-mir-10b	"Carcinoma, Pancreatic"
hsa-mir-429	"Carcinoma, Pancreatic"
hsa-mir-323a	"Carcinoma, Pancreatic"
hsa-mir-208b	"Carcinoma, Pancreatic"
hsa-mir-1291	"Carcinoma, Pancreatic"
hsa-let-7g	"Carcinoma, Pancreatic"
hsa-mir-323b	"Carcinoma, Pancreatic"
hsa-mir-18a	"Carcinoma, Pancreatic"
hsa-mir-99a	"Carcinoma, Pancreatic"
hsa-let-7d	"Carcinoma, Pancreatic"
hsa-mir-29b-2	"Carcinoma, Pancreatic"
hsa-let-7a-2	"Carcinoma, Pancreatic"
hsa-mir-92a-1	"Carcinoma, Pancreatic"
hsa-mir-92a-2	"Carcinoma, Pancreatic"
hsa-mir-193b	"Carcinoma, Pancreatic"
hsa-mir-192	"Carcinoma, Pancreatic"
hsa-mir-138-1	"Carcinoma, Pancreatic"
hsa-mir-15a	"Carcinoma, Pancreatic"
hsa-mir-15b	"Carcinoma, Pancreatic"
hsa-mir-34a	"Carcinoma, Pancreatic"
hsa-mir-133a-1	"Carcinoma, Pancreatic"
hsa-mir-636	"Carcinoma, Pancreatic"
hsa-mir-124-1	"Carcinoma, Pancreatic"
hsa-mir-181a-1	"Carcinoma, Pancreatic"
hsa-mir-181a-2	"Carcinoma, Pancreatic"
hsa-mir-124-2	"Carcinoma, Pancreatic"
hsa-let-7b	"Carcinoma, Pancreatic"
hsa-let-7c	"Carcinoma, Pancreatic"
hsa-mir-208a	"Carcinoma, Pancreatic"
hsa-mir-181b-2	"Carcinoma, Pancreatic"
hsa-mir-181b-1	"Carcinoma, Pancreatic"
hsa-let-7e	"Carcinoma, Pancreatic"
hsa-mir-335	"Carcinoma, Pancreatic"
hsa-mir-330	"Carcinoma, Pancreatic"
hsa-mir-874	"Carcinoma, Pancreatic"
hsa-mir-196b	"Carcinoma, Pancreatic"
hsa-mir-1273c	"Carcinoma, Pancreatic"
hsa-mir-196a-1	"Carcinoma, Pancreatic"
hsa-mir-196a-2	"Carcinoma, Pancreatic"
hsa-mir-345	"Carcinoma, Pancreatic"
hsa-mir-301b	"Carcinoma, Pancreatic"
hsa-mir-301a	"Carcinoma, Pancreatic"
hsa-mir-1178	"Carcinoma, Pancreatic"
hsa-mir-150	"Carcinoma, Pancreatic"
hsa-mir-152	"Carcinoma, Pancreatic"
hsa-mir-155	"Carcinoma, Pancreatic"
hsa-mir-23b	"Carcinoma, Pancreatic"
hsa-mir-4455	"Carcinoma, Pancreatic"
hsa-mir-7-3	"Carcinoma, Pancreatic"
hsa-mir-29b-1	"Carcinoma, Pancreatic"
hsa-mir-93	"Carcinoma, Pancreatic"
hsa-mir-96	"Carcinoma, Pancreatic"
hsa-mir-135b	"Carcinoma, Pancreatic"
hsa-mir-377	"Carcinoma, Pancreatic"
hsa-mir-885	"Carcinoma, Pancreatic"
hsa-mir-663a	"Carcinoma, Pancreatic"
hsa-mir-663b	"Carcinoma, Pancreatic"
hsa-mir-33a	"Carcinoma, Pancreatic"
hsa-mir-25	"Carcinoma, Pancreatic"
hsa-mir-21	"Carcinoma, Pancreatic"
hsa-mir-22	"Carcinoma, Pancreatic"
hsa-mir-23a	"Carcinoma, Pancreatic"
hsa-mir-4650-2	"Carcinoma, Pancreatic"
hsa-mir-148b	"Carcinoma, Pancreatic"
hsa-mir-148a	"Carcinoma, Pancreatic"
hsa-mir-145	"Carcinoma, Pancreatic"
hsa-mir-143	"Carcinoma, Pancreatic"
hsa-mir-141	"Carcinoma, Pancreatic"
hsa-mir-223	"Carcinoma, Pancreatic"
hsa-mir-222	"Carcinoma, Pancreatic"
hsa-mir-7-2	"Carcinoma, Pancreatic"
hsa-mir-16-2	"Carcinoma, Pancreatic"
hsa-mir-16-1	"Carcinoma, Pancreatic"
hsa-mir-17	"Carcinoma, Pancreatic"
hsa-mir-3976	"Carcinoma, Pancreatic"
hsa-mir-4650-1	"Carcinoma, Pancreatic"
hsa-mir-26b	"Carcinoma, Pancreatic"
hsa-mir-374b	"Carcinoma, Pancreatic"
hsa-mir-374c	"Carcinoma, Pancreatic"
hsa-mir-374a	"Carcinoma, Pancreatic"
hsa-mir-221	"Carcinoma, Pancreatic"
hsa-mir-34b	"Carcinoma, Pancreatic"
hsa-mir-34c	"Carcinoma, Pancreatic"
hsa-mir-1271	"Carcinoma, Pancreatic"
hsa-mir-216a	"Carcinoma, Pancreatic"
hsa-mir-216b	"Carcinoma, Pancreatic"
hsa-mir-30c-2	"Carcinoma, Pancreatic"
hsa-mir-30c-1	"Carcinoma, Pancreatic"
hsa-mir-133a-2	"Carcinoma, Pancreatic"
hsa-mir-744	"Carcinoma, Pancreatic"
hsa-mir-130b	"Carcinoma, Pancreatic"
hsa-mir-138-2	"Carcinoma, Pancreatic"
hsa-mir-505	"Carcinoma, Pancreatic"
hsa-mir-20a	"Carcinoma, Pancreatic"
hsa-mir-106a	"Carcinoma, Pancreatic"
hsa-mir-139	"Carcinoma, Pancreatic"
hsa-mir-601	"Carcinoma, Pancreatic"
